filename,label
8RQ0_3582,internal
8UU4_3462,internal
5NJT_2027,hairpin
6XIR_2222,internal
5AFI_1319,internal
7UVY_3086,internal
7OJ0_2618,internal
8FZI_3668,internal
6TC3_2030,internal
8HTZ_3526,internal
6ZSG_2291,internal
8FR8_3141,internal
5GAO_14879,bulge
4V73_897,internal
7S0S_2839,internal
9D89_3850,internal
6GC7_1681,internal
3JBO_407,internal
6YS3_2244,internal
9C6J_3829,internal
8P18_3572,internal
3J9Z_399,internal
6ZTM_2302,internal
9H3P_3855,internal
7JSZ_2443,internal
7OE1_2597,internal
6WDE_2150,internal
5XXB_2155,hairpin
7A01_2346,internal
8URI_3601,internal
7BL6_2412,internal
6OT3_1908,internal
5LZD_1410,internal
7PJV_2646,internal
8WIC_3495,internal
5GAE_14858,bulge
4V6M_850,internal
8FZJ_3673,internal
5H4P_14901,bulge
8R55_3367,internal
3J9M_392,internal
8VSA_3552,internal
5KPX_1395,internal
6PJ6_2606,hairpin
6S12_2669,hairpin
5LZE_1906,hairpin
4V6L_843,internal
8EMM_3155,internal
6TC3_2028,internal
7Y7C_3291,internal
5LZW_1920,hairpin
7OQC_2627,internal
6TC3_2736,hairpin
5ZEP_2168,hairpin
5IMQ_15106,bulge
7OHS_2603,internal
8P2F_3535,internal
5JUU_1853,hairpin
6HTQ_1735,internal
3JA1_605,hairpin
6TC3_2029,internal
7SYX_2904,internal
7ST2_2865,internal
5IT7_15174,bulge
5KPV_1390,internal
6WNT_2177,internal
5LZE_1415,internal
8FZH_3663,internal
8UU9_3479,internal
6FTG_2274,hairpin
7OT5_2730,internal
8BH6_3283,internal
6SPB_2690,hairpin
7TTW_2910,internal
6HA8_2346,hairpin
7A5I_2357,internal
5JBH_15604,bulge
6SKG_2686,hairpin
6MTD_1759,internal
6R87_2648,hairpin
5KPV_1857,hairpin
9GFT_3913,internal
6ZXE_2337,internal
5JU8_1380,internal
9NLE_4069,internal
8T5H_3738,internal
9NJV_4047,internal
6SKG_2003,internal
8RPZ_3579,internal
3J9W_393,internal
5JTE_15666,bulge
9HA3_3873,internal
6O90_1832,internal
6SZS_2021,internal
6SV4_2702,hairpin
6WDM_2173,internal
6ZV6_2328,internal
7PJZ_2663,internal
7QV2_2829,internal
6V39_2756,hairpin
6Q97_2617,hairpin
7PJY_2659,internal
8RCT_3456,internal
8Q7Z_3728,internal
8V84_3550,internal
6OM0_2540,hairpin
6Q95_2615,hairpin
5AKA_14300,bulge
5LZF_1419,internal
6X6T_2198,internal
6GZ3_2317,hairpin
6YS3_2246,internal
5LZW_1921,hairpin
7N2C_2509,internal
9J1M_3978,internal
5H4P_14905,bulge
9GHA_4010,internal
8RQ2_3585,internal
8WI7_3490,internal
6HA1_1727,internal
4V6Q_861,internal
5AFI_14232,bulge
3J7P_3003,bulge
5IT7_15160,bulge
8CCS_3285,internal
9NLE_4070,internal
5IT7_15167,bulge
8OIP_3156,internal
6R7Q_1988,internal
7Y7E_3301,internal
8VIO_3930,internal
9GGR_3922,internal
6XIJ_2216,internal
7PJX_2652,internal
6ZTO_2312,internal
5MGP_1454,internal
6ZTJ_2296,internal
8RPZ_3580,internal
6ZSA_2285,internal
6FXC_2279,hairpin
6V3A_2047,internal
8YLR_3834,internal
6P5J_1938,internal
6I0Y_1737,internal
9GFT_3910,internal
8P2F_3534,internal
9NLQ_4086,internal
5UYQ_2114,hairpin
8UU6_3470,internal
8ETI_3003,internal
6HCF_2347,hairpin
6N8J_2435,hairpin
8P2H_3541,internal
6OG7_1846,internal
9GUP_3819,internal
7XNX_3095,internal
7Y41_3097,internal
5ADY_14214,bulge
5AKA_14304,bulge
6OLZ_2534,hairpin
8ZTV_3952,internal
6SPB_2691,hairpin
8I9X_3148,internal
6VZ7_2092,internal
5ND9_1989,hairpin
5A9Z_1308,internal
6MTD_2417,hairpin
8YUO_3766,internal
6WD6_2125,internal
6V3B_2767,hairpin
8FZD_3654,internal
5H4P_14906,bulge
7P7U_2757,internal
5IMQ_15094,bulge
9BKD_3748,internal
8BHJ_3250,internal
6OGG_1852,internal
6VWM_2060,internal
7RYG_2837,internal
4V70_883,internal
5AFI_14219,bulge
9J3R_3980,internal
8XXL_3554,internal
3J5L_2934,bulge
5IT7_15178,bulge
6WU9_2194,internal
6WYV_2195,internal
6WDH_2159,internal
6OSK_2562,hairpin
4V5M_739,internal
5H4P_14913,bulge
8YUR_3782,internal
6ZON_2280,internal
7AQC_2389,internal
5APN_14344,bulge
5AJ4_14289,bulge
3J79_383,internal
6SJ6_2681,hairpin
3J3W_379,internal
3J8G_591,hairpin
6ZV6_2327,internal
7ST2_2868,internal
6WNT_2176,internal
7QV3_2831,internal
6H58_1723,internal
6X7F_2199,internal
7TTU_2907,internal
5LZS_1421,internal
6H58_1724,internal
6YSU_2266,internal
7MDZ_2502,internal
5O61_2039,hairpin
8RRI_3945,internal
6WQN_2185,internal
5IMR_15116,bulge
7JIL_2427,internal
6OT3_2566,hairpin
3J7P_2998,bulge
4V79_918,internal
6V3D_2771,hairpin
4V6L_845,internal
6GZZ_2331,hairpin
5LKS_1865,hairpin
6PCT_1962,internal
4CSU_437,internal
6ZVK_2334,internal
6Q95_1970,internal
5APN_14339,bulge
5AJ0_14250,bulge
8PJ4_3712,internal
8RCL_3500,internal
6O9J_1838,internal
7JT3_2456,internal
9GR1_3815,internal
5LI0_1861,hairpin
7QV1_2826,internal
5MDY_1939,hairpin
7OTC_2738,internal
6TPQ_2746,hairpin
5GAK_14859,bulge
6SGC_2678,hairpin
7LS2_2485,internal
6R5Q_1984,internal
6V39_2043,internal
7PAJ_2764,internal
5IT7_15164,bulge
6GQ1_2296,hairpin
7PJX_2655,internal
7SSW_2863,internal
6ZOJ_2275,internal
8PEG_3429,internal
3J5L_2927,bulge
7UNV_2928,internal
4V5H_719,internal
8FZD_3650,internal
7UVX_3084,internal
5AJ3_14279,bulge
6H58_1717,internal
8T5H_3741,internal
5KPV_1391,internal
8FTO_3226,internal
8XXM_3556,internal
3J79_2961,bulge
8WI8_3492,internal
8S1P_3607,internal
8RCS_3451,internal
9H3T_3862,internal
4V76_906,internal
8YP6_3946,internal
8FZD_3652,internal
8VR8_3940,internal
6QTZ_2632,hairpin
8WHY_3487,internal
6I0Y_1738,internal
6Y2L_2225,internal
5JTE_15658,bulge
8UUA_3484,internal
5FLX_14838,bulge
8AKN_3024,internal
7OIZ_2614,internal
6WNW_2184,internal
5IT7_15153,bulge
8P60_3162,internal
6I7O_1740,internal
8ZTU_3951,internal
9H3O_3854,internal
7MT2_2691,internal
7MSZ_2688,internal
6O9J_1836,internal
6S0K_2000,internal
6MTE_1761,internal
4V6M_849,internal
7NWW_2705,internal
7SYT_2895,internal
8FZH_3666,internal
3JAG_607,hairpin
8Y36_3690,internal
5IMQ_15102,bulge
4V73_896,internal
4V75_904,internal
8G6X_3057,internal
6I9R_2376,hairpin
5JU8_1379,internal
8UPO_3588,internal
5IT9_15225,bulge
7UVZ_3087,internal
4ADV_435,internal
5JTE_15677,bulge
6C4I_2215,hairpin
6X6T_2197,internal
7N2U_2511,internal
9MOR_3887,internal
6FRK_2269,hairpin
8B7Y_3012,internal
6SKG_2005,internal
6OSQ_1899,internal
7NHK_2534,internal
8T5D_3736,internal
3J7Y_586,hairpin
8CGD_3217,internal
6VZ5_2089,internal
9GHG_4033,internal
8URI_3602,internal
6ZTO_2313,internal
6NU2_2465,hairpin
6OLE_2521,hairpin
9GHE_4027,internal
8RXH_3561,internal
7Y7D_3295,internal
5UYK_2109,hairpin
8IFB_3395,internal
7PAT_2777,internal
7NSQ_2568,internal
7SYM_2886,internal
6WD5_2122,internal
6VZ2_2085,internal
9MQ4_3895,internal
8TPU_3719,internal
9NLQ_4084,internal
7NWT_2575,internal
3J7P_2996,bulge
8GLP_3138,internal
8RCS_3453,internal
8UR0_3598,internal
7NWW_2704,internal
5AFI_14241,bulge
8FZE_3657,internal
6SV4_2706,hairpin
5FLX_14837,bulge
6DZI_2256,hairpin
8RCM_3446,internal
3JCJ_417,internal
6SNT_2689,hairpin
3JBP_636,hairpin
8T5D_3733,internal
7AC7_2367,internal
5JTE_15661,bulge
6WDK_2166,internal
4V74_899,internal
9N2B_3992,internal
8HTZ_3525,internal
6OG7_2508,hairpin
8E3O_3180,internal
5IMQ_15107,bulge
5IT7_15180,bulge
8T5D_3734,internal
8Z70_3837,internal
3JCD_639,hairpin
5K0Y_1384,internal
8BUU_3110,internal
8V84_3548,internal
6HCJ_2349,hairpin
7OLD_2727,internal
7OG4_2599,internal
7QI6_3140,internal
6GZ4_1708,internal
6OLG_2530,hairpin
5H1S_14889,bulge
8FMW_3316,internal
6I7O_2371,hairpin
6W2S_2096,internal
7P7R_2748,internal
3J7O_2991,bulge
7OJ0_2622,internal
6N8M_1775,internal
8R6C_3680,internal
8G7R_3419,internal
6ZTL_2297,internal
5JTE_15676,bulge
7Y7E_3300,internal
6VWM_2061,internal
8R6C_3678,internal
8YUS_3788,internal
6OLZ_2537,hairpin
9GHF_4029,internal
6ZTL_2298,internal
5NP6_2032,hairpin
7ACR_2379,internal
7PI9_2789,internal
8P2H_3543,internal
8SYL_3233,internal
8G7Q_3414,internal
4A2I_434,internal
6WD0_2107,internal
5APN_14336,bulge
5LZT_1912,hairpin
5AFI_14236,bulge
8YOO_3647,internal
9B24_4007,internal
6ZOK_2277,internal
6YST_2258,internal
3J6B_2945,bulge
6T7T_2724,hairpin
6H58_1726,internal
8ETG_3002,internal
6YS3_2245,internal
7SYG_2874,internal
6SPG_2697,hairpin
5IQR_15147,bulge
4V75_903,internal
6PCR_1957,internal
6PC5_2597,hairpin
9H3Z_3871,internal
8R55_3370,internal
6ZM6_2270,internal
6VWM_2059,internal
6NY2_2477,hairpin
7PAN_2770,internal
4V74_898,internal
3J7Z_387,internal
8FIZ_3061,internal
6ZSB_2286,internal
5ZEB_2164,hairpin
5JTE_1375,internal
6MTC_2414,hairpin
6W7M_2104,internal
5MDY_1447,internal
6ZU1_2319,internal
9NJF_4042,internal
5ZLU_2174,hairpin
5IMQ_15113,bulge
5ND9_1993,hairpin
7OJ0_2619,internal
5JBH_15611,bulge
5ND9_1992,hairpin
6QTZ_2631,hairpin
8W51_3746,internal
6K0B_2388,hairpin
8ETC_3001,internal
8AKN_3022,internal
6ZTP_2317,internal
9MOR_3890,internal
4V6R_864,internal
9NLJ_4081,internal
6WD1_2111,internal
7SSO_2858,internal
9C6I_3828,internal
3JAP_620,hairpin
5JTE_15664,bulge
5MDZ_1940,hairpin
6ZXG_2341,internal
7AF3_2381,internal
5AN9_14315,bulge
6DNC_2253,hairpin
6WD9_2136,internal
6S47_2672,hairpin
8Y36_3689,internal
7JQB_2432,internal
5FLX_1353,internal
6D9J_2247,hairpin
5OPT_2059,hairpin
6RI5_1992,internal
5T62_2075,hairpin
8BGH_3246,internal
6P5I_2584,hairpin
9N2B_3993,internal
6SPB_2007,internal
7PJT_2636,internal
6ZSD_2288,internal
8B0X_2991,internal
6V3B_2766,hairpin
5FLX_14836,bulge
7M5D_2683,internal
6Q8Y_1966,internal
5LZU_1426,internal
5LZC_1405,internal
6VLZ_2774,hairpin
6I0Y_1736,internal
6FXC_2285,hairpin
8XSY_3641,internal
5AKA_1326,internal
8RCL_3498,internal
6QT0_1982,internal
6VZ5_2090,internal
8G60_3126,internal
6O9K_1839,internal
8A5I_2971,internal
9J3T_3988,internal
5IQR_15139,bulge
5AKA_14297,bulge
8BGE_3240,internal
7JT1_2447,internal
3J7R_584,hairpin
5KPW_1858,hairpin
4V5H_720,internal
7OIZ_2615,internal
8RCT_3458,internal
9NLB_4066,internal
5GAK_14866,bulge
3J79_2952,bulge
8R55_3368,internal
7S1G_2668,internal
5IMR_15127,bulge
6MTB_2411,hairpin
6YSR_2249,internal
8ANA_3028,internal
6ZMT_2272,internal
9MOR_3889,internal
6X7F_2200,internal
6VYR_2070,internal
6VZJ_2093,internal
7NHM_2542,internal
7UCK_2914,internal
5AN9_14313,bulge
7SYR_2893,internal
8IFC_3399,internal
6T59_2719,hairpin
5JTE_15678,bulge
6PC8_1948,internal
7N31_2524,internal
8Y39_3698,internal
6OM7_2542,hairpin
8RCL_3499,internal
4V6T_869,internal
6ZTO_2311,internal
6WDA_2139,internal
8V84_3551,internal
3J7P_3004,bulge
6GC8_1683,internal
6HRM_2365,hairpin
7K5I_2482,internal
7PJY_2657,internal
8B0X_2993,internal
5AKA_14310,bulge
6T4Q_2717,hairpin
3J79_2951,bulge
5T62_2074,hairpin
7K52_2469,internal
4V7A_921,internal
8G7P_3410,internal
6ZTM_2305,internal
7UVY_3085,internal
8P18_3574,internal
8Q87_3731,internal
8I9Y_3149,internal
7UW1_3089,internal
9B0F_3956,internal
9B0P_3965,internal
4V70_885,internal
5GAK_14860,bulge
8Y36_3688,internal
8XP3_3803,internal
6OM6_1868,internal
8OM4_3365,internal
7OE0_2596,internal
6OM6_2541,hairpin
7Y7E_3298,internal
6WD8_2132,internal
8XT0_3644,internal
5X8P_2148,hairpin
9NLJ_4082,internal
8BF9_3314,internal
8EIU_3013,internal
8XSX_3639,internal
8RDV_3406,internal
5KPS_1388,internal
8RCM_3441,internal
9GHB_4015,internal
7SYL_2884,internal
3J7Z_587,hairpin
7SAE_2847,internal
5MYJ_1965,hairpin
7SSL_2855,internal
6OLZ_2536,hairpin
6ORL_1883,internal
5AKA_14302,bulge
6H58_1722,internal
4V6Z_880,internal
5JB3_15594,bulge
8HU1_3530,internal
8QOI_3606,internal
5APO_1331,internal
8Y0W_3386,internal
8G7Q_3417,internal
5JTE_15667,bulge
5APO_14361,bulge
5IMR_15126,bulge
7O1C_2590,internal
7AS9_2396,internal
4D5L_442,internal
6HA8_1730,internal
3J9W_395,internal
7PJV_2647,internal
7NSP_2564,internal
7QIZ_2824,internal
6Q95_1968,internal
7Y7F_3305,internal
6VWM_2062,internal
6YST_2261,internal
7Y7D_3296,internal
8FTO_3224,internal
7M4X_2496,internal
8URY_3611,internal
7SSN_2856,internal
7OJ0_2620,internal
9NLQ_4085,internal
6WDI_2162,internal
3J9M_597,hairpin
5KPS_1385,internal
6VYZ_2083,internal
7ABZ_2364,internal
6C0F_2213,hairpin
6TMF_2740,hairpin
3J9Z_603,hairpin
6ZP4_2282,internal
3J5L_2932,bulge
6GXO_1702,internal
6ORE_1880,internal
7S1I_2841,internal
9NL6_4060,internal
8UU5_3467,internal
5IMQ_15101,bulge
8P2F_3536,internal
6GZ5_1709,internal
8FIZ_3060,internal
8FN2_3317,internal
8SYL_3234,internal
7NWW_2702,internal
8BSI_3041,internal
3J80_588,hairpin
6SPD_2008,internal
